Rank,Score,Programming Skills,Driver Skills,Highest Programming Skills,Highest Driver Skills,Highest Programming Score Timestamp,Highest Driver Score Timestamp,Highest Programming Score Stop Time,Highest Driver Score Stop Time,Team Number,Team Name,Organization,Event Region,Country / Region
1634,107,42,65,42,65,2023-02-05 15:18:53,2023-02-05 17:45:38,0,0,99197T,Dumpster Fire,Bowness High School,Alberta/Saskatchewan,Canada
1635,107,37,70,37,70,2023-02-18 17:31:03,2023-02-18 18:45:57,0,0,197A,Harriton Team A,HARRITON SHS,Pennsylvania - East,United States
1636,107,36,71,36,77,2023-01-28 19:09:37,2022-12-03 19:55:55,1,0,98709P,Shirebots,DAYSPRING ACADEMY,Tennessee,United States
1637,107,34,73,34,73,2023-02-18 15:27:33,2023-02-18 18:04:22,0,0,9257A,RoboColonels,COVINGTON CATHOLIC HIGH SCHOOL,Kentucky,United States
1638,107,22,85,32,85,2023-02-12 18:21:49,2023-01-21 15:51:25,0,0,44012D,Oscar's Garbage Can,Avon Lake High School - YTA,Ohio,United States
1639,107,29,78,29,78,2023-02-11 17:40:02,2023-02-11 19:06:58,27,0,64846A,Cibola Robotics,CIBOLA HIGH,New Mexico,United States
1640,107,27,80,27,80,2023-02-11 16:14:57,2023-02-11 17:29:46,0,0,44366C,Panther Tracks C,Carver High School For Applied Tech/engineering/arts,Texas - Region 3,United States
1641,107,21,86,26,86,2022-10-29 18:31:14,2022-11-05 18:12:47,19,0,7983A,Centennial CyberHawks A,Centennial High School,California - Region 3,United States
1642,107,23,84,23,84,2023-02-21 15:42:53,2023-02-21 18:14:40,29,0,39595M,Triton,Sissonville High School,West Virginia,United States
1643,107,22,85,22,85,2023-02-18 17:07:28,2023-02-18 19:12:55,0,0,255D,Norristown Robotics - D,NORRISTOWN AREA HIGH SCHOOL,Pennsylvania - East,United States
1644,107,10,97,19,104,2023-01-14 19:34:52,2023-02-18 17:23:16,0,0,3217T,Talos,Martha Layne Collins High School,Kentucky,United States
1645,107,0,107,0,107,,2022-08-14 02:31:14,0,0,70096A,西安国际港务区铁一中陆港初级中学,西安国际港务区铁一中陆港初级中学,China,China
1646,107,0,107,0,107,,2023-02-11 22:44:48,0,0,94022A,T3@M,Teen lead,California - Region 2,United States
1647,106,78,28,78,51,2023-01-14 14:54:28,2023-02-19 18:45:37,0,0,8995H,Hades,Metea Valley High School,Illinois,United States
1648,106,42,64,42,64,2023-01-21 15:53:58,2023-01-21 18:06:39,33,0,755H,Disc-o Turtles,CENTRE,Kansas,United States
1649,106,42,64,42,64,2023-02-18 20:44:18,2023-02-18 19:01:39,0,0,3389C,GULLS Robotics,GULLS Robotics,Delmarva,United States
1650,106,35,71,36,75,2023-02-04 20:51:00,2023-01-21 19:39:40,17,0,3674C,Energy Robotics,ENERGY INSTITUTE HIGH SCHOOL,Texas - Region 3,United States
1651,106,36,70,36,70,2023-02-04 22:00:02,2023-02-04 17:30:10,32,0,507C,Mustang Robotics,OTAY RANCH SENIOR HIGH,California - Region 4,United States
1652,106,34,72,34,79,2023-02-04 01:52:49,2023-02-04 21:30:42,52,0,3017K,3017K,HENLEY HIGH SCHOOL,Oregon,United States
1653,106,33,73,33,73,2023-02-18 19:25:37,2023-02-18 18:25:46,30,0,1049C,OPS - Enter Name,OMAHA SOUTH MAGNET HIGH SCHOOL,Nebraska,United States
1654,106,30,76,30,76,2023-02-11 03:29:23,2023-02-11 03:46:24,60,0,98225J,Bellingham High School J,Bellingham High School,Washington,United States
1655,106,30,76,30,106,2023-02-04 20:05:23,2023-02-18 16:03:47,0,0,955R,Checkmate,Play Ideas NY,New York-South,United States
1656,106,25,81,25,81,2023-02-04 18:00:34,2023-02-04 18:36:01,15,0,8787E,Eastwood,Eastwood High School,Texas - Region 1,United States
1657,106,15,91,15,91,2022-11-05 17:59:07,2022-11-05 17:59:28,45,0,1437Z,Patriot Robotics,VIEWPOINT SCHOOL,California - Region 4,United States
1658,106,0,106,10,106,2022-11-13 21:08:23,2023-02-12 23:34:58,0,1,824C,Indigo Dynamics,ARMIJO HIGH,California - Region 2,United States
1659,106,3,103,10,103,2022-12-25 06:11:27,2023-01-08 09:56:34,15,0,22911M,Team Majors,MBA Okullari Schools,Türkiye,Türkiye
1660,106,0,106,3,106,2022-12-03 18:33:22,2023-02-11 18:01:54,49,0,38053D,Just Bend It!,OAKLAND CHRISTIAN SCHOOL,Michigan,United States
1661,106,0,106,0,106,,2022-11-19 19:11:40,0,0,34142A,Smithers Secondary,Smithers Secondary School,British Columbia (BC),Canada
1662,106,0,106,0,106,,2022-12-17 18:23:52,0,0,30722B,Lightning,GAINESVILLE HIGH SCHOOL,Florida - North/Central,United States
1663,106,0,106,0,106,,2023-01-29 20:42:57,0,0,93332E,93332E,ICC,California - Region 2,United States
1664,105,48,57,48,57,2023-01-14 20:08:35,2023-01-14 17:55:41,0,0,1790C,Bacon Kilobytes,WRIGHTSTOWN HIGH,Wisconsin,United States
1665,105,47,58,47,58,2023-02-11 15:43:02,2023-02-11 17:15:57,0,0,55745D,Johnny 5,VISTA PEAK 9-12 PREPARATORY,Colorado,United States
1666,105,46,59,46,77,2023-02-02 14:54:26,2023-02-04 16:09:24,0,0,70649R,Top G,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL,Florida - North/Central,United States
1667,105,46,59,46,66,2023-02-20 00:21:19,2023-02-11 18:59:46,0,0,80550X,PhyniX,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE H,Colorado,United States
1668,105,40,65,40,65,2023-02-11 02:24:23,2023-02-11 03:35:53,33,0,98225D,Bellingham High School D,Bellingham High School,Washington,United States
1669,105,39,66,39,68,2023-02-18 13:43:12,2022-12-17 18:54:24,8,0,45133F,Fox trot,HILLSBORO HIGH SCHOOL,Ohio,United States
1670,105,38,67,38,67,2023-02-18 20:22:40,2023-02-18 19:39:31,20,0,6479A,The Prowlers,POTOMAC HIGH,Virginia,United States
1671,105,38,67,38,70,2023-01-28 19:00:42,2023-02-11 16:45:51,0,0,13838A,Worcestershire Wildlife Preserve,ALTAMONT SCHOOL,Utah,United States
1672,105,37,68,37,68,2022-12-03 14:11:34,2022-12-01 23:53:40,0,0,1898M,Moonrise,MILTON HIGH,Southern New England,United States
1673,105,27,78,30,78,2023-02-04 20:50:34,2023-01-08 08:26:38,33,0,11725Z,Alanya Robokod,Alanya Robotic Coding,Türkiye,Türkiye
1674,105,17,88,30,88,2022-11-30 22:07:00,2022-12-03 14:31:12,0,0,33112D,Robo Rangers - Eat Mor Chikin,CONCORDIA LUTHERAN HIGH SCHOOL,Indiana,United States
1675,105,30,75,30,75,2023-01-07 14:38:30,2023-01-07 17:06:10,0,0,550J,AHS Robotics,APOPKA HIGH,Florida - North/Central,United States
1676,105,27,78,27,78,2023-02-18 01:04:17,2023-02-18 00:34:10,39,0,4303Z,Zenith,FOREST PARK HIGH,Virginia,United States
1677,105,25,80,27,86,2023-01-07 17:06:25,2023-02-04 18:33:53,0,0,2142Z,JIgwe&Luke,John Bapst Memorial High School,Maine,United States
1678,105,26,79,26,79,2022-11-20 20:31:07,2022-11-20 18:09:20,0,0,355S,Saturn,Fox Valley Robotics,Illinois,United States
1679,105,22,83,24,83,2022-10-29 20:28:55,2022-11-05 20:02:18,49,0,7983X,Centennial CyberHawks X,Centennial High School,California - Region 3,United States
1680,105,20,85,20,85,2023-02-18 20:08:54,2023-02-18 14:32:30,18,0,73973B,White House Robotics,WHITE HOUSE HIGH SCHOOL,Tennessee,United States
1681,105,14,91,14,91,2022-08-14 05:38:56,2022-08-14 03:59:09,0,0,61888A,珠海市高中联队,,China,China
1682,105,13,92,13,92,2023-01-28 19:43:29,2023-01-28 19:29:23,0,0,78889K,Killingly Robotics,KILLINGLY HIGH SCHOOL,Southern New England,United States
1683,105,0,105,6,105,2023-01-07 20:36:46,2023-02-05 18:23:54,11,0,69955X,Lactose Exterminators,LADUE HORTON WATKINS HIGH,Missouri,United States
1684,105,6,99,6,99,2023-02-18 18:10:41,2023-02-18 04:28:49,0,0,254R,The Cheesy Poofs,Bellarmine College Preparatory,California - Region 2,United States
1685,104,44,60,44,60,2023-02-18 16:07:02,2023-02-18 14:18:15,0,0,15801C,99 Problems,DUBOIS AREA SHS,Pennsylvania - West,United States
1686,104,3,101,42,101,2023-02-04 18:59:57,2023-02-18 16:22:33,0,0,3773P,BowBots - Phosphorus,Bow High School,New Hampshire/Vermont,United States
1687,104,40,64,40,64,2023-02-04 19:57:23,2023-02-04 17:53:46,0,0,14872B,Alex Donahue,Mount Desert Island High School,Maine,United States
1688,104,37,67,37,67,2023-01-28 13:51:15,2023-01-28 15:06:15,0,0,2616E,Essential Evil,CHERRY HILL HIGH SCHOOL EAST,New Jersey,United States
1689,104,35,69,35,80,2023-02-04 19:01:59,2023-01-28 18:04:00,43,0,4478K,K.E.N.N.E.T.H,MASUK HIGH SCHOOL,Southern New England,United States
1690,104,34,70,34,70,2023-01-14 17:32:44,2023-01-14 14:54:00,39,0,11591K,Fluorescent Bananas,PLAINWELL HIGH SCHOOL,Michigan,United States
1691,104,34,70,34,70,2023-01-14 19:01:27,2023-01-14 16:59:43,37,0,183A,Synobotz,Carroll Educational Robotics,Maryland,United States
1692,104,34,70,34,70,2023-02-12 23:47:44,2023-02-12 23:48:12,0,0,8568C,Knights,NORTH ANDOVER HIGH,Southern New England,United States
1693,104,33,71,33,71,2023-01-28 18:14:23,2023-01-28 18:24:48,0,0,78889X,Killingly Robotics,KILLINGLY HIGH SCHOOL,Southern New England,United States
1694,104,22,82,32,82,2023-02-11 17:37:48,2023-02-18 15:57:02,0,0,39702B,New Hope Robotics,NEW HOPE,Mississippi,United States
1695,104,29,75,32,75,2023-02-18 20:15:01,2023-02-11 21:56:38,0,0,2131Y,Baby Sharks,DAVIS HIGH,Utah,United States
1696,104,31,73,31,73,2022-12-11 17:12:27,2022-12-11 16:15:22,0,0,39J,The Unicycles,CRANBROOK SCHOOLS,Michigan,United States
1697,104,27,77,27,77,2023-02-18 16:46:37,2023-02-18 17:39:50,0,0,8114A,Cherry and Steel I,BERMUDIAN SPRINGS HIGH SCHOOL,Pennsylvania - East,United States
1698,104,26,78,26,78,2023-02-04 21:14:20,2023-02-04 19:49:11,0,0,60441B,Tragedy,LOCKPORT TOWNSHIP HIGH SCH EAST,Illinois,United States
1699,104,13,91,21,91,2023-01-28 19:23:22,2023-02-18 19:29:11,0,0,41870H,The Screw Strippers,MOUNT VERNON HIGH SCHOOL,Illinois,United States
1700,104,16,88,20,88,2022-11-12 18:06:32,2023-02-18 17:55:57,0,0,603A,The Junkyard,BELMONT HIGH SCHOOL,New Hampshire/Vermont,United States
1701,104,19,85,19,85,2023-02-04 22:03:12,2023-02-04 22:05:20,0,0,3512D,Sumner Valley Robotics C,SUMNER HIGH SCHOOL,Washington,United States
1702,104,16,88,16,88,2023-02-19 19:18:01,2023-02-19 20:32:46,0,0,2360Z,Zettabyte,Neuqua Valley High School,Illinois,United States
1703,104,0,104,8,104,2022-11-19 19:30:03,2023-01-07 21:48:30,0,0,7686C,KnotBot,Tiger Robotics,South Dakota,United States
1704,104,6,98,6,98,2023-02-18 23:27:05,2023-02-18 21:07:04,34,0,2915U,Lynfield U,Lynfield College,New Zealand,New Zealand
1705,104,0,104,5,104,2023-01-14 19:58:09,2022-11-18 01:57:55,0,0,1790B,Bacon Bytes,WRIGHTSTOWN HIGH,Wisconsin,United States
1706,104,0,104,0,104,,2023-02-04 16:44:10,0,3,15796C,Low Expectations,WEST GENESEE SENIOR HIGH SCHOOL,New York-North,United States
1707,103,57,46,57,46,2023-02-11 16:59:25,2023-02-11 17:59:18,0,0,41819A,DTown Robotics,DALLASTOWN AREA SHS,Pennsylvania - East,United States
1708,103,43,60,43,60,2023-02-18 19:40:47,2023-02-18 20:46:07,0,0,16021G,Trigger Happy,Canadian Valley Technology Center,Oklahoma,United States
1709,103,0,103,39,103,2023-02-04 18:26:39,2023-02-11 19:00:55,48,0,96138A,Flying Falcons,MONROE TOWNSHIP HIGH SCHOOL,New Jersey,United States
1710,103,38,65,38,76,2023-02-17 00:28:41,2023-02-08 00:09:23,0,0,72301B,Academies of West Memphis,THE ACADEMIES OF WEST MEMPHIS CHARTER SCHOOL,Arkansas,United States
1711,103,34,69,34,83,2022-11-12 21:58:51,2022-11-19 18:25:21,52,0,20002X,GOLD!,SILSBEE HIGH SCHOOL,Texas - Region 3,United States
1712,103,34,69,34,69,2023-02-18 18:46:59,2023-02-18 17:47:58,0,0,13650A,High Voltage,WINNECONNE HIGH,Wisconsin,United States
1713,103,16,87,33,89,2022-12-17 20:32:09,2023-02-11 21:07:28,46,0,27905C,Muskrats,MARSHFIELD HIGH,Wisconsin,United States
1714,103,32,71,32,71,2023-02-18 16:10:41,2023-02-18 17:29:30,51,0,7122A,Culpeper Robotics,Culpeper Robotics,Virginia,United States
1715,103,32,71,32,79,2023-01-21 18:18:13,2023-01-07 18:04:45,50,0,9065H,Phantom Robotics,PLATTE COUNTY HIGH,Missouri,United States
1716,103,26,77,26,80,2023-01-28 17:54:59,2023-01-14 16:45:12,0,0,415D,O5 Council,Anderson I & II Career & Technology Center,South Carolina,United States
1717,103,26,77,26,77,2023-02-11 18:22:01,2023-02-11 18:02:39,0,0,1267E,Knights: Extracurricular Activity,DELAWARE COUNTY CHRISTIAN SCHOOL,Pennsylvania - East,United States
1718,103,23,80,23,80,2023-01-14 16:25:00,2023-01-14 16:16:42,48,0,86400H,RoBusters,WADE HAMPTON HIGH,South Carolina,United States
1719,103,22,81,22,81,2022-12-10 18:59:07,2022-12-10 19:00:36,0,0,77275D,Sprinkles,Spark Academy of Advanced Technologies,New Hampshire/Vermont,United States
1720,103,22,81,22,81,2023-02-19 12:57:02,2023-02-19 08:26:29,0,0,93644E,RQ-Sharjah VRC1,Rubu Qarn,United Arab Emirates,United Arab Emirates
1721,103,20,83,20,83,2023-02-18 23:17:18,2023-02-18 20:45:46,49,1,3204C,SPC Bots Callixtus,St Peter's College,New Zealand,New Zealand
1722,103,20,83,20,83,2023-02-11 06:44:20,2023-02-11 05:27:53,0,0,35768X,SMTH,Stamford American International School,Singapore,Singapore
1723,103,19,84,19,84,2023-02-04 18:25:33,2023-02-04 18:16:27,0,0,10647C,La Rumba,IOWA HIGH SCHOOL,Louisiana,United States
1724,103,0,103,15,103,2023-01-14 19:31:16,2023-01-28 19:48:13,24,0,13444A,RoboChargers,COVENANT CHRISTIAN HIGH SCHOOL,Michigan,United States
1725,103,2,101,8,101,2023-01-28 17:31:24,2023-01-07 21:50:12,0,0,9050F,Gladiators,GROTON AREA HIGH SCHOOL,South Dakota,United States
1726,103,0,103,0,103,,2022-12-17 22:43:21,0,0,3388H,Hurricane,Sir Winston Churchill High School,Alberta/Saskatchewan,Canada
1727,102,45,57,45,57,2023-02-18 19:49:36,2023-02-18 16:03:11,12,4,13282Y,Mystical Mechanics,,Pennsylvania - West,United States
1728,102,29,73,41,73,2023-01-14 18:31:57,2023-01-28 19:31:49,16,0,36620D,Spinning Bombers,UNITY CHRISTIAN HIGH SCHOOL,Michigan,United States
1729,102,40,62,40,74,2023-01-27 20:49:21,2023-02-11 18:12:52,0,0,64040A,Lake George Warriors,LAKE GEORGE High School,New York-North,United States
1730,102,40,62,40,67,2023-02-11 19:21:34,2023-02-10 03:10:39,0,0,5062A,Robotic Disc Golfers,FOX VALLEY LUTHERAN HIGH SCHOOL,Wisconsin,United States
1731,102,40,62,40,62,2023-02-04 16:02:47,2023-02-04 18:36:44,0,0,99319A,Four Horsemen,PRINCETON HIGH SCHOOL,Minnesota,United States
1732,102,34,68,34,77,2022-12-08 17:22:02,2023-01-31 16:09:09,1,0,33761B,Bryant Team 2,ALMA BRYANT HIGH SCHOOL,Alabama,United States
1733,102,32,70,32,76,2023-02-18 19:44:29,2023-02-11 18:02:40,16,0,9451B,My Second Favorite Team,JAMES RUMSEY TECHNICAL INSTITUTE,West Virginia,United States
1734,102,32,70,32,70,2023-02-11 01:29:50,2023-02-11 01:21:48,0,0,71811X,XUE HUA PIAO PIAO（雪花飘飘）,NORTHVIEW HIGH SCHOOL,Georgia,United States
1735,102,32,70,32,70,2023-02-18 20:41:50,2023-02-18 18:00:23,0,0,4216A,Fantastic 4,LAKESIDE HIGH SCHOOL,Arkansas,United States
1736,102,31,71,31,71,2023-01-21 15:52:57,2023-01-21 16:19:44,0,0,1815C,WCS CATaclysm - Centurion,WESTBURY CHRISTIAN SCHOOL,Texas - Region 3,United States
1737,102,28,74,29,76,2022-10-29 20:47:49,2023-01-25 00:29:50,0,0,5278C,Brookwood Broncobots,BROOKWOOD HIGH SCHOOL,Georgia,United States
1738,102,28,74,28,74,2023-01-28 15:56:02,2023-01-28 17:09:48,0,0,383R,Lowndes Viking Robotics,LOWNDES HIGH SCHOOL,Georgia,United States
1739,102,27,75,27,75,2023-01-15 00:12:16,2023-01-14 22:56:09,31,0,95071Z,Saratoga High,SARATOGA HIGH,California - Region 2,United States
1740,102,27,75,27,75,2023-02-05 14:38:26,2023-02-05 13:44:44,0,0,10173U,HBS Orion,Henrietta Barnett School,United Kingdom,United Kingdom
1741,102,26,76,26,95,2023-01-28 18:46:03,2023-02-16 23:01:52,0,0,643Z,Ze David Enjoyerz,OAK MOUNTAIN HIGH SCHOOL,Alabama,United States
1742,102,26,76,26,85,2023-01-14 21:36:16,2023-01-28 19:24:10,0,0,4378B,Excalibur,J M HANKS HIGH SCHOOL,Texas - Region 1,United States
1743,102,23,79,26,79,2022-12-17 18:19:28,2023-02-04 17:51:58,0,0,4478W,WinnieThePooh,MASUK HIGH SCHOOL,Southern New England,United States
1744,102,25,77,25,77,2023-01-14 00:29:00,2023-01-13 02:44:26,0,0,8861D,Steel Panthers: 8861D,International School Bangkok,Thailand,Thailand
1745,102,25,77,25,77,2023-01-21 17:14:32,2023-01-21 18:03:55,0,0,43050X,The Real Saucers,MOUNT VERNON HIGH SCHOOL,Ohio,United States
1746,102,25,77,25,77,2023-02-18 19:38:20,2023-02-18 17:43:08,0,0,98549J,Burnsview Griffins,Burnsview Secondary,British Columbia (BC),Canada
1747,102,23,79,23,87,2022-12-17 15:41:33,2023-02-13 22:20:18,0,0,44012C,VEXecutioners,Avon Lake High School - YTA,Ohio,United States
1748,102,22,80,22,80,2023-01-21 20:13:24,2023-01-21 17:47:18,0,0,10190S,The Einherjar,Town of Stoneham,Southern New England,United States
1749,102,22,80,22,80,2023-02-19 12:43:12,2023-02-19 12:43:55,0,0,44235A,UAE-ESE Game Over,Emirates School Establishment,United Arab Emirates,United Arab Emirates
1750,102,18,84,18,84,2023-02-18 20:20:30,2023-02-18 20:36:30,0,0,15545C,Mad Hatters,PICKENS HIGH,South Carolina,United States
1751,102,16,86,16,86,2023-01-28 17:06:28,2023-01-28 15:58:39,20,0,3796C,Crisis Averted,J. L. MANN HIGH ACADEMY,South Carolina,United States
1752,102,3,99,3,99,2022-12-17 18:17:24,2022-12-17 20:18:50,0,0,38211B,Centereach Cougears,CENTEREACH HIGH SCHOOL,New York-South,United States
1753,102,0,102,0,102,,2022-08-14 01:14:38,0,0,89866D,The Chicken Fisher,西安米粒机器人,China,China
1754,102,0,102,0,102,,2023-01-28 18:35:42,0,0,9691B,K.I.D.D.O.,COLLINSVILLE HIGH SCHOOL,Illinois,United States
1755,101,53,48,53,61,2023-02-21 17:02:51,2023-01-28 18:45:53,40,0,51401B,Coded 19,RIVERSIDE HIGH SCHOOL,West Virginia,United States
1756,101,47,54,47,57,2022-11-05 16:23:05,2023-02-18 19:13:55,0,0,46385A,Cybearcats A,WHEELER HIGH SCHOOL,Indiana,United States
1757,101,38,63,38,63,2023-02-12 17:15:13,2023-02-12 17:31:22,0,0,6403X,Xtra Band Kids,Brookside High School,Ohio,United States
1758,101,34,67,34,89,2023-01-21 21:55:44,2023-02-07 00:02:08,0,0,6891Z,I Like Zebras,Faith Lutheran High School,Nevada,United States
1759,101,33,68,33,68,2023-02-04 19:24:08,2023-02-04 19:36:35,3,0,179X,Santa Fe Christian Robotics,Santa Fe Christian Schools,California - Region 4,United States
1760,101,31,70,31,70,2023-01-28 18:36:21,2023-01-28 17:56:16,0,0,37116A,Rooster City Robotics,FITZGERALD HIGH SCHOOL COLLEGE & CAREER ACADEMY,Georgia,United States
1761,101,24,77,30,87,2022-11-05 19:14:31,2023-01-14 17:58:48,0,0,1010B,Ten Ton Robotics,West Vancouver School District #45,British Columbia (BC),Canada
1762,101,27,74,27,78,2023-01-14 20:46:17,2023-01-19 01:59:13,0,0,23880C,Disco Polo,LYONS TWP HIGH SCH,Illinois,United States
1763,101,26,75,26,75,2023-02-04 17:25:49,2023-02-04 18:07:35,0,0,43146B,Ban Jordan,ALFRED M. BARBE HIGH SCHOOL,Louisiana,United States
1764,101,26,75,26,75,2023-02-13 23:55:04,2023-02-13 22:04:07,0,0,11124A,JROTC - FarmersOnly.Com,ELYRIA HIGH SCHOOL,Ohio,United States
1765,101,24,77,24,77,2023-02-12 14:21:11,2023-02-12 14:23:45,0,0,90736C,Nylock,Emirates Science Club,United Arab Emirates,United Arab Emirates
1766,101,16,85,16,85,2023-02-11 15:58:52,2023-02-11 15:49:12,53,10,3796D,Defiant Attempts,J. L. MANN HIGH ACADEMY,South Carolina,United States
1767,101,0,101,0,101,,2023-02-11 21:47:55,0,0,6030M,Mages,Arizona College Prep - Erie,Arizona,United States
1768,101,0,101,0,101,,2023-02-11 22:48:49,0,0,95100C,Los Primos + Amigos,CORNING HIGH,California - Region 1,United States
1769,100,39,61,39,61,2023-02-14 22:03:48,2023-02-14 22:04:22,0,0,6214P,Mid-East CTC 2,Mid-East Career and Technology Center,Ohio,United States
1770,100,32,68,35,68,2023-02-05 16:51:48,2023-01-21 16:19:54,17,0,43440Y,The Physics C Mechanics,MARLBOROUGH HIGH,Southern New England,United States
1771,100,35,65,35,65,2023-02-18 04:57:12,2023-02-18 04:33:06,0,0,94027A,Joe's Skambreakers,Menlo School,California - Region 2,United States
1772,100,34,66,34,66,2023-02-18 15:04:13,2023-02-17 20:03:29,0,0,66406A,Ninja Cats,Iowa School for the Deaf,Iowa,United States
1773,100,33,67,33,67,2023-01-21 20:38:38,2023-01-21 19:35:08,0,0,60441A,Error Error,LOCKPORT TOWNSHIP HIGH SCH EAST,Illinois,United States
1774,100,33,67,33,67,2023-02-18 18:23:42,2023-02-18 18:07:37,0,0,17760X,The Techs,Capitol City Robotics,District of Columbia,United States
1775,100,33,67,33,67,2023-02-18 20:35:57,2023-02-18 18:50:17,0,0,12S,GLAD,The Potomac School,Virginia,United States
1776,100,26,74,30,74,2022-11-05 17:05:22,2022-11-19 16:19:37,0,0,67101R,Helix,Maize Career Academy,Kansas,United States
1777,100,28,72,28,72,2023-02-18 20:37:01,2023-02-18 18:42:54,40,0,687A,Nerd Herd A,CALIFORNIA ACADEMY OF MATHEMATICS AND SCIENCE,California - Region 4,United States
1778,100,28,72,28,72,2023-02-04 21:04:53,2023-02-04 21:00:45,37,0,1022E,Claremont Robotics,Claremont Secondary School,Vancouver Island (BC),Canada
1779,100,0,100,28,100,2022-12-17 20:29:32,2023-02-11 15:48:35,0,0,8336Z,IRS,HIALEAH GARDENS SENIOR HIGH SCHOOL,Florida - South,United States
1780,100,26,74,26,82,2022-10-15 19:15:46,2023-01-21 22:37:19,33,0,424W,BHS white,BAKERSFIELD HIGH,California - Region 3,United States
1781,100,26,74,26,97,2023-02-19 16:30:50,2023-02-11 17:24:29,0,0,50810X,Category 5,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,Florida - South,United States
1782,100,26,74,26,74,2023-02-18 18:56:47,2023-02-18 19:21:46,0,0,7110D,Fired Up!,CARROLL HIGH SCHOOL,Texas - Region 2,United States
1783,100,25,75,25,90,2022-12-03 15:43:32,2023-01-07 21:48:00,0,0,6844E,Tape Collectors,MITCHELL HIGH SCHOOL,South Dakota,United States
1784,100,25,75,25,77,2023-01-30 22:29:43,2023-01-23 22:54:36,0,0,231V,Knights Robotics Team,DR KIRK LEWIS CAREER AND TECHNICAL HIGH SCHOOL,Texas - Region 3,United States
1785,100,25,75,25,76,2023-02-05 21:00:16,2023-01-29 17:17:45,0,0,6603A,AI,PATRIOT HIGH,Virginia,United States
1786,100,16,84,22,84,2022-11-19 19:21:44,2022-10-22 18:12:26,0,0,5X,The Interference,RAVENNA SENIOR HIGH,Nebraska,United States
1787,100,0,100,19,100,2023-01-07 22:02:08,2023-02-04 02:17:47,0,0,27508E,ROBOVIKS TEAM LOKI,North Salem High School,Oregon,United States
1788,100,19,81,19,81,2022-08-14 02:13:50,2022-08-14 02:14:13,0,0,20204A,北京师范大学附属实验中学,北京师范大学附属实验中学,China,China
1789,100,0,100,18,100,2023-01-21 18:01:06,2023-02-11 18:19:51,0,0,22023A,Bulldog Bytes Robotics Green,SPRINGFIELD HIGH SCHOOL,Louisiana,United States
